,Proximity Threshold,Time to Target,Time on Target,Average Time on Target,Adjusted Time on Target,Seekers,Explorers
0,0.1,0.021,241.33333333334252,30.16666666666782,60.33333333333564,12,38
0,0.1,0.0,171.7999999999934,23.427272727271827,46.85454545454365,11,39
0,0.1,0.022,71.86666666666544,10.779999999999816,21.55999999999963,10,40
0,0.1,0.021,89.46666666666444,14.91111111111074,29.82222222222148,9,41
0,0.1,0.022,337.33333333336435,63.25000000000582,126.50000000001164,8,42
0,0.1,0.008,146.26666666666122,31.342857142855973,62.685714285711946,7,43
0,0.1,0.039,67.33333333333236,16.83333333333309,33.66666666666618,6,44
0,0.1,0.0,94.86666666666412,28.45999999999924,56.91999999999848,5,45
0,0.1,0.021,31.46666666666693,11.8000000000001,23.6000000000002,4,46
0,0.1,0.025,79.39999999999834,39.69999999999917,79.39999999999834,3,47
0,0.1,0.0,31.00000000000026,23.250000000000195,46.50000000000039,2,48
0,0.1,0.173,18.933333333333422,28.400000000000134,56.80000000000027,1,49
0,0.1,0.0,343.20000000003233,10.29600000000097,20.59200000000194,50,0
0,0.1,0.0,46.266666666666886,1.4163265306122517,2.8326530612245038,49,1
0,0.1,0.0,286.20000000001943,8.943750000000607,17.887500000001214,48,2
0,0.1,0.007,322.7333333333611,10.300000000000884,20.60000000000177,47,3
0,0.1,0.0,133.06666666666194,4.339130434782455,8.67826086956491,46,4
0,0.1,0.015,292.3333333333541,9.744444444445138,19.48888888889028,45,5
0,0.1,0.0,78.1999999999984,2.6659090909090364,5.331818181818073,44,6
0,0.1,0.0,178.9333333333283,6.241860465116106,12.483720930232211,43,7
0,0.1,0.04,145.73333333332792,5.204761904761711,10.409523809523424,42,8
0,0.1,0.0,497.266666666734,18.192682926831733,36.385365853663465,41,9
0,0.1,0.011,128.93333333332885,4.834999999999832,9.669999999999664,40,10
0,0.1,0.0,171.33333333332664,6.589743589743332,13.179487179486664,39,11
0,0.1,0.0,384.6666666667084,15.184210526317438,30.36842105263488,38,12
0,0.1,0.0,256.8666666666794,10.41351351351403,20.82702702702806,37,13
0,0.1,0.0,199.86666666666645,8.327777777777769,16.655555555555537,36,14
0,0.1,0.002,336.3333333333641,14.414285714287034,28.82857142857407,35,15
0,0.1,0.0,441.6666666667214,19.485294117649477,38.97058823529895,34,16
0,0.1,0.007,367.6000000000379,16.70909090909263,33.41818181818526,33,17
0,0.1,0.0,172.5333333333269,8.087499999999698,16.174999999999397,32,18
0,0.1,0.009,76.19999999999852,3.687096774193477,7.374193548386954,31,19
0,0.1,0.015,192.5999999999981,9.629999999999908,19.259999999999813,30,20
0,0.1,0.0,208.5333333333351,10.786206896551814,21.572413793103628,29,21
0,0.1,0.0,209.00000000000185,11.19642857142867,22.39285714285734,28,22
0,0.1,0.005,53.99999999999978,2.999999999999988,5.999999999999976,27,23
0,0.1,0.0,452.13333333339045,26.08461538461868,52.16923076923736,26,24
0,0.1,0.0,586.733333333421,35.204000000005266,70.40800000001053,25,25
0,0.1,0.011,800.5333333333356,50.03333333333347,100.06666666666696,24,26
0,0.1,0.003,239.86666666667557,15.643478260870143,31.286956521740287,23,27
0,0.1,0.0,50.93333333333329,3.4727272727272696,6.945454545454539,22,28
0,0.1,0.0,138.399999999995,9.885714285713927,19.77142857142785,21,29
0,0.1,0.017,282.933333333352,21.2200000000014,42.4400000000028,20,30
0,0.1,0.011,122.39999999999591,9.66315789473652,19.32631578947304,19,31
0,0.1,0.0,521.0000000000728,43.41666666667273,86.83333333334546,18,32
0,0.1,0.011,206.0000000000012,18.1764705882354,36.35294117647079,17,33
0,0.1,0.0,101.46666666666376,9.512499999999728,19.02499999999945,16,34
0,0.1,0.009,464.26666666672656,46.42666666667265,92.8533333333453,15,35
0,0.1,0.005,480.53333333339685,51.485714285721095,102.9714285714422,14,36
0,0.1,0.0,322.0000000000276,37.15384615384933,74.30769230769866,13,37
0,0.1,0.021,241.33333333334252,30.16666666666782,60.33333333333564,12,38
0,0.1,0.0,171.7999999999934,23.427272727271827,46.85454545454365,11,39
0,0.1,0.022,71.86666666666544,10.779999999999816,21.55999999999963,10,40
0,0.1,0.021,89.46666666666444,14.91111111111074,29.82222222222148,9,41
0,0.1,0.022,337.33333333336435,63.25000000000582,126.50000000001164,8,42
0,0.1,0.008,146.26666666666122,31.342857142855973,62.685714285711946,7,43
0,0.1,0.039,67.33333333333236,16.83333333333309,33.66666666666618,6,44
0,0.1,0.0,94.86666666666412,28.45999999999924,56.91999999999848,5,45
0,0.1,0.021,31.46666666666693,11.8000000000001,23.6000000000002,4,46
0,0.1,0.025,79.39999999999834,39.69999999999917,79.39999999999834,3,47
0,0.1,0.0,31.00000000000026,23.250000000000195,46.50000000000039,2,48
0,0.1,0.173,18.933333333333422,28.400000000000134,56.80000000000027,1,49
